#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_verdinn_hills;Verdinn Hills;Verdinn Hills;Verdinn Hills;;Verdinn Hills;;;;;;;;;x
b_jurthir;Jurthir;Jurthir;Jurthir;;Jurthir;;;;;;;;;x
b_chillwind_basin;Chillwind Basin;Chillwind Basin;Chillwind Basin;;Chillwind Basin;;;;;;;;;x
b_chillwind_point;Chillwind Point;Chillwind Point;Chillwind Point;;Chillwind Point;;;;;;;;;x
b_south_chillwind;South Chillwind;South Chillwind;South Chillwind;;South Chillwind;;;;;;;;;x
b_ravenholdt;Ravenholdt;Ravenholdt;Ravenholdt;;Ravenholdt;;;;;;;;;x
b_alterie;Alterie;Alterie;Alterie;;Alterie;;;;;;;;;x
b_dunn_vell;Dunn Vell;Dunn Vell;Dunn Vell;;Dunn Vell;;;;;;;;;x
b_tarren_mill;Tarren Mill;Tarren Mill;Tarren Mill;;Tarren Mill;;;;;;;;;x
b_nethander;Nethander;Nethander;Nethander;;Nethander;;;;;;;;;x
b_durnholde;Durnholde;Durnholde;Durnholde;;Durnholde;;;;;;;;;x
b_corrahns_dagger;Corrahn's Dagger;Corrahn's Dagger;Corrahn's Dagger;;Corrahn's Dagger;;;;;;;;;x
b_durnenfield;Durnenfield;Durnenfield;Durnenfield;;Durnenfield;;;;;;;;;x
b_alterab_valley;Alterac Valley;Alterac Valley;Alterac Valley;;Alterac Valley;;;;;;;;;x
b_gallowcorner;Gallowcorner;Gallowcorner;Gallowcorner;;Gallowcorner;;;;;;;;;x
b_gavins_nave;Gavin's Nave;Gavin's Nave;Gavin's Nave;;Gavin's Nave;;;;;;;;;x
b_juroon;Juroon;Juroon;Juroon;;Juroon;;;;;;;;;x
b_southshore;Southshore;Southshore;Southshore;;Southshore;;;;;;;;;x
b_hasic;Hasic;Hasic;Hasic;;Hasic;;;;;;;;;x
b_thondroril_delta;Thondroril Delta;Thondroril Delta;Thondroril Delta;;Thondroril Delta;;;;;;;;;x
b_dandreds_fold;Dandred's Fold;Dandred's Fold;Dandred's Fold;;Dandred's Fold;;;;;;;;;x
b_uplands;Uplands;Uplands;Uplands;;Uplands;;;;;;;;;x
b_lordamere_pass;Lordamere Pass;Lordamere Pass;Lordamere Pass;;Lordamere Pass;;;;;;;;;x
b_mistshore;Mistshore;Mistshore;Mistshore;;Mistshore;;;;;;;;;x
b_gilneas;Gilneas;Gilneas;Gilneas;;Gilneas;;;;;;;;;x
b_greyforth;Greyforth;Greyforth;Greyforth;;Greyforth;;;;;;;;;x
b_deepmoor;Deepmoor;Deepmoor;Deepmoor;;Deepmoor;;;;;;;;;x
b_stormglen;Stormglen;Stormglen;Stormglen;;Stormglen;;;;;;;;;x
b_blackwald;Blackwald;Blackwald;Blackwald;;Blackwald;;;;;;;;;x
b_ettindwell;Ettindwell;Ettindwell;Ettindwell;;Ettindwell;;;;;;;;;x
b_steeproad;Steeproad;Steeproad;Steeproad;;Steeproad;;;;;;;;;x
b_ashbury;Ashbury;Ashbury;Ashbury;;Ashbury;;;;;;;;;x
b_waldenholde;Waldenholde;Waldenholde;Waldenholde;;Waldenholde;;;;;;;;;x
b_tempests_reach;Tempest's Reach;Tempest's Reach;Tempest's Reach;;Tempest's Reach;;;;;;;;;x
b_sheeptrack;Sheeptrack;Sheeptrack;Sheeptrack;;Sheeptrack;;;;;;;;;x
b_godwynn;Godwynn;Godwynn;Godwynn;;Godwynn;;;;;;;;;x
b_silverlaine;Silverlaine;Silverlaine;Silverlaine;;Silverlaine;;;;;;;;;x
b_pyrewood;Pyrewood;Pyrewood;Pyrewood;;Pyrewood;;;;;;;;;x
b_southtides_run;Southtide's Run;Southtide's Run;Southtide's Run;;Southtide's Run;;;;;;;;;x
b_oldmarch_farthing;Oldmarch Farthing;Oldmarch Farthing;Oldmarch Farthing;;Oldmarch Farthing;;;;;;;;;x
b_duskmist;Duskmist;Duskmist;Duskmist;;Duskmist;;;;;;;;;x
b_duskhaven;Duskhaven;Duskhaven;Duskhaven;;Duskhaven;;;;;;;;;x
b_cotter_rock;Cotter Rock;Cotter Rock;Cotter Rock;;Cotter Rock;;;;;;;;;x
b_greyreef;Greyreef;Greyreef;Greyreef;;Greyreef;;;;;;;;;x
b_gilneawood;Gilneawood;Gilneawood;Gilneawood;;Gilneawood;;;;;;;;;x
b_birchrock;Birchrock;Birchrock;Birchrock;;Birchrock;;;;;;;;;x
b_bitehold;Bitehold;Bitehold;Bitehold;;Bitehold;;;;;;;;;x
b_adericshire;Adericshire;Adericshire;Adericshire;;Adericshire;;;;;;;;;x
b_wellwick;Wellwick;Wellwick;Wellwick;;Wellwick;;;;;;;;;x
b_archell;Archell;Archell;Archell;;Archell;;;;;;;;;x
b_emberstone;Emberstone;Emberstone;Emberstone;;Emberstone;;;;;;;;;x
b_northgate;Northgate;Northgate;Northgate;;Northgate;;;;;;;;;x
b_liners_tide;Liner's Tide;Liner's Tide;Liner's Tide;;Liner's Tide;;;;;;;;;x
b_garnetwash;Garnetwash;Garnetwash;Garnetwash;;Garnetwash;;;;;;;;;x
b_reevelind;Reevelind;Reevelind;Reevelind;;Reevelind;;;;;;;;;x
b_berenfell;Berenfell;Berenfell;Berenfell;;Berenfell;;;;;;;;;x
b_everskill;Everskill;Everskill;Everskill;;Everskill;;;;;;;;;x
b_crowroad;Crowroad;Crowroad;Crowroad;;Crowroad;;;;;;;;;x
b_ambermill;Ambermill;Ambermill;Ambermill;;Ambermill;;;;;;;;;x
b_caer_oltharn;Caer Oltharn;Caer Oltharn;Caer Oltharn;;Caer Oltharn;;;;;;;;;x
b_boralus;Boralus;Boralus;Boralus;;Boralus;;;;;;;;;x
b_moores_brace;Moore's Brace;Moore's Brace;Moore's Brace;;Moore's Brace;;;;;;;;;x
b_shiprun_shore;Shiprun Shore;Shiprun Shore;Shiprun Shore;;Shiprun Shore;;;;;;;;;x
b_tiras_alrin;Tiras Alrin;Tiras Alrin;Tiras Alrin;;Tiras Alrin;;;;;;;;;x
b_irontrade;Irontrade;Irontrade;Irontrade;;Irontrade;;;;;;;;;x
b_drisburg;Drisburg;Drisburg;Drisburg;;Drisburg;;;;;;;;;x
b_kul_ithor;Kul Ithor;Kul Ithor;Kul Ithor;;Kul Ithor;;;;;;;;;x
b_sunseat;Sunseat;Sunseat;Sunseat;;Sunseat;;;;;;;;;x
b_trollcove;Trollcove;Trollcove;Trollcove;;Trollcove;;;;;;;;;x
b_swan_harbor;Swan Harbor;Swan Harbor;Swan Harbor;;Swan Harbor;;;;;;;;;x
b_purgation;Purgation;Purgation;Purgation;;Purgation;;;;;;;;;x
b_pontpros;Pontpros;Pontpros;Pontpros;;Pontpros;;;;;;;;;x
b_bardport;Bardport;Bardport;Bardport;;Bardport;;;;;;;;;x
b_crestfall;Crestfall;Crestfall;Crestfall;;Crestfall;;;;;;;;;x
b_glassfathom;Glassfathom;Glassfathom;Glassfathom;;Glassfathom;;;;;;;;;x
b_azurelode;Azurelode;Azurelode;Azurelode;;Azurelode;;;;;;;;;x
b_loomrush;Loomrush;Loomrush;Loomrush;;Loomrush;;;;;;;;;x
b_tol_barad;Tol Barad;Tol Barad;Tol Barad;;Tol Barad;;;;;;;;;x
b_rustberg;Rustberg;Rustberg;Rustberg;;Rustberg;;;;;;;;;x
b_new_boralus;New Boralus;New Boralus;New Boralus;;New Boralus;;;;;;;;;x
b_mooreport;Mooreport;Mooreport;Mooreport;;Mooreport;;;;;;;;;x
b_tol_hern;Tol Hern;Tol Hern;Tol Hern;;Tol Hern;;;;;;;;;x
b_dalaran;Dalaran;Dalaran;Dalaran;;Dalaran;;;;;;;;;x
b_arcaneshroud;Arcaneshroud;Arcaneshroud;Arcaneshroud;;Arcaneshroud;;;;;;;;;x
b_mistymere;Mistymere;Mistymere;Mistymere;;Mistymere;;;;;;;;;x
b_violet_hills;Violet Hills;Violet Hills;Violet Hills;;Violet Hills;;;;;;;;;x
b_alteron;Alteron;Alteron;Alteron;;Alteron;;;;;;;;;x
b_hillsbrad;Hillsbrad;Hillsbrad;Hillsbrad;;Hillsbrad;;;;;;;;;x
b_soferas_fall;Sofera's Fall;Sofera's Fall;Sofera's Fall;;Sofera's Fall;;;;;;;;;x
b_darrowhill;Darrowhill;Darrowhill;Darrowhill;;Darrowhill;;;;;;;;;x
b_harborhall;Harborhall;Harborhall;Harborhall;;Harborhall;;;;;;;;;x
b_yetiholde;Yetiholde;Yetiholde;Yetiholde;;Yetiholde;;;;;;;;;x
b_dawning_isles;Dawning Isles;Dawning Isles;Dawning Isles;;Dawning Isles;;;;;;;;;x
b_fenris_isle;Fenris Isle;Fenris Isle;Fenris Isle;;Fenris Isle;;;;;;;;;x
b_beren;Beren;Beren;Beren;;Beren;;;;;;;;;x
b_crossharrow;Crossharrow;Crossharrow;Crossharrow;;Crossharrow;;;;;;;;;x
b_arkan;Arkan;Arkan;Arkan;;Arkan;;;;;;;;;x
b_the_ford;The Fold;The Fold;The Fold;;The Fold;;;;;;;;;x
b_ironforge;Ironforge;Ironforge;Ironforge;;Ironforge;;;;;;;;;x
b_grim_batol;Grim Batol;Grim Batol;Grim Batol;;Grim Batol;;;;;;;;;x
b_dathremar_shrine;Dath'remar's Shrine;Dath'remar's Shrine;Dath'remar's Shrine;;Dath'remar's Shrine;;;;;;;;;x
b_sunstriderisle:Sunstrider Isle;Sunstrider Isle;Sunstrider Isle;;Sunstrider Isle;;;;;;;;;x
b_ivorywell;Ivory Well;Ivory Well;Ivory Well;;Ivory Well;;;;;;;;;x
b_qualyas;Quelysa;Quelysa;Quelysa;;Quelysa;;;;;;;;;x
b_quelalthar;Quel'althar;Quel'athar;Quel'althar;;Quel'althar;;;;;;;;;x
b_falthrien_academy;Falthrien Academy;Falthrien Academy;Failthrien Academy;;Falthtrien Academy;;;;;;;;;x
b_darailien;Darailien;Darailien;Darailien;;Darailien;;;;;;;;;x
b_silversands;Silversands;Silversands;Silversands;;Silversands;;;;;;;;;x
b_morninglight;Morninglight;Morninglight;Morninghlight;;Morninglight;;;;;;;;;x
b_oceansvigil;Ocean's Vigil;Ocean's Vigil;Ocean's Vigil;;Ocean's Vigil;;;;;;;;;x
b_apexpoint;Apex Point;Apex Point;Apex Point;;Apex Point;;;;;;;;;x
b_archonsius;Archonsius;Archonsius;Archonsius;;Archonsius;;;;;;;;;x
b_parhelionplaza;Parhelion Plaza;Parhelion Plaza;Parhelion Plaza;;Parahelion Plaza;;;;;;;;;x
b_rohendorgate;Rohendor Gate;Rohendor Gate;Rohendor Gate;;Rohendor Gate;;;;;;;;;x
b_agamathgate;Agamath Gate;Agamath Gate;Agamath Gate;;Agamath Gate;;;;;;;;;x
b_terrace_of_the_sun;Terrace of the Sun;Terrace of the Sun;Terrace of the Sun;;Terrace of the Sun;;;;;;;;;x
b_solar_vigil;Solar Vigil;Solar Vigil;Solar Vigil;;Solar Vigil;;;;;;;;;x
b_halls_of_theory;Halls of Theory;Halls of Theory;Halls of Theory;;Halls of Theory;;;;;;;;;x
b_fethsway;Fethsway;Fethsway;Fethsway;;Fethsway;;;;;;;;;x
b_dawninglane;Dawning Lane;Dawning Lane;Dawning Lane;;Dawning Lane;;;;;;;;;x
b_huntress_of_the_sun;Huntress of the Sun;Huntress of the Sun;Huntress of the Sun;;Huntress of the Sun;;;;;;;;;x
b_falconperch;Falconperch;Falconperch;Falconperch;;Falconperch;;;;;;;;;x
b_brightwing_grove;Brightwing Grove;Brightwing Grove;Brightwing Grove;;Brightwing Grove;;;;;;;;;x
